trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
938,False,"{'a': 0.01, 'e': 0.3912262222011507}",20,0,-110.03553777706558,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
939,False,"{'a': 0.01, 'e': 0.3908349959789496}",25,11,13.849608420765177,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
940,False,"{'a': 0.01, 'e': 0.39044416098297063}",25,0,-19.733490209534104,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
941,False,"{'a': 0.01, 'e': 0.3900537168219877}",25,2,-82.71850816724444,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 1}",1
942,False,"{'a': 0.01, 'e': 0.3896636631051657}",20,2,11.056217234356144,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.01, 'e': 0.38927399944206054}",20,12,2.821727050482509,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.01, 'e': 0.38888472544261843}",20,8,11.917787807931841,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.01, 'e': 0.38849584071717586}",25,5,-69.37544262190546,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
946,False,"{'a': 0.01, 'e': 0.38810734487645865}",25,0,3.5007448253395888,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
947,False,"{'a': 0.01, 'e': 0.3877192375315822}",25,5,-30.3941574899054,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
948,False,"{'a': 0.01, 'e': 0.3873315182940506}",20,8,7.7176762363892335,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.01, 'e': 0.3869441867757566}",20,5,-57.26146550729345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
950,False,"{'a': 0.01, 'e': 0.38655724258898083}",25,6,-14.867493465079642,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
951,False,"{'a': 0.01, 'e': 0.3861706853463918}",25,11,-11.21035488298191,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
952,False,"{'a': 0.01, 'e': 0.38578451466104546}",25,0,5.671772965788536,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
953,False,"{'a': 0.01, 'e': 0.38539873014638437}",20,8,6.179434719101903,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.01, 'e': 0.385013331416238}",20,0,-40.997669803344074,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
955,False,"{'a': 0.01, 'e': 0.3846283180848218}",20,2,-51.9874380419041,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
956,False,"{'a': 0.01, 'e': 0.38424368976673695}",25,5,9.015907751217703,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
957,False,"{'a': 0.01, 'e': 0.3838594460769702}",20,7,-48.81192561890623,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
958,False,"{'a': 0.01, 'e': 0.38347558663089326}",20,2,13.33679816733078,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.01, 'e': 0.38309211104426233}",25,13,3.0662036159423813,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
960,False,"{'a': 0.01, 'e': 0.38270901893321807}",25,11,-40.05113333304126,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
961,False,"{'a': 0.01, 'e': 0.38232630991428485}",20,11,4.16655235319784,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.01, 'e': 0.3819439836043706}",25,0,-16.05490492235188,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
963,False,"{'a': 0.01, 'e': 0.38156203962076624}",20,7,11.712982420071292,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
964,False,"{'a': 0.01, 'e': 0.3811804775811454}",30,21,4.622640610406322,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.01, 'e': 0.3807992971035643}",20,2,18.923501997949508,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
966,False,"{'a': 0.01, 'e': 0.38041849780646075}",20,0,-61.474057276053344,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
967,False,"{'a': 0.01, 'e': 0.3800380793086543}",25,9,4.529751269864203,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
968,False,"{'a': 0.01, 'e': 0.3796580412293456}",20,0,-44.51629075738466,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
969,False,"{'a': 0.01, 'e': 0.3792783831881163}",20,8,-1.440117063471393,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
970,False,"{'a': 0.01, 'e': 0.37889910480492817}",20,16,6.661468387820068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.01, 'e': 0.37852020570012324}",20,10,-32.831623429779086,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
972,False,"{'a': 0.01, 'e': 0.3781416854944231}",20,8,-28.28298982494365,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
973,False,"{'a': 0.01, 'e': 0.3777635438089287}",20,15,11.835008046202738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.01, 'e': 0.37738578026511976}",20,0,21.89996381300883,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
975,False,"{'a': 0.01, 'e': 0.3770083944848546}",25,0,-33.9916991427443,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
976,False,"{'a': 0.01, 'e': 0.3766313860903698}",20,0,-21.190643346190416,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
977,False,"{'a': 0.01, 'e': 0.3762547547042794}",25,0,-54.256043486907586,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
978,False,"{'a': 0.01, 'e': 0.3758784999495751}",25,0,-75.66267625792602,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
979,False,"{'a': 0.01, 'e': 0.37550262144962554}",25,14,-50.813639490013585,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
980,False,"{'a': 0.01, 'e': 0.3751271188281759}",25,5,-51.2038580809664,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
981,False,"{'a': 0.01, 'e': 0.37475199170934775}",20,15,7.434445501214995,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.01, 'e': 0.3743772397176384}",20,0,13.65696574340649,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
983,False,"{'a': 0.01, 'e': 0.37400286247792075}",25,15,-41.903461425732914,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
984,False,"{'a': 0.01, 'e': 0.37362885961544284}",20,0,19.28806305524578,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
985,False,"{'a': 0.01, 'e': 0.3732552307558274}",25,17,11.252747360177064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.01, 'e': 0.3728819755250716}",25,6,13.667704847934964,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
987,False,"{'a': 0.01, 'e': 0.3725090935495465}",20,13,-17.24657011342895,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
988,False,"{'a': 0.01, 'e': 0.37213658445599695}",20,0,-47.52800585126585,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
989,False,"{'a': 0.01, 'e': 0.37176444787154095}",25,0,9.721475404040154,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
990,False,"{'a': 0.01, 'e': 0.37139268342366943}",20,0,2.932461846983142,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
991,False,"{'a': 0.01, 'e': 0.37102129074024576}",20,5,-4.838175488002163,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
992,False,"{'a': 0.01, 'e': 0.3706502694495055}",25,0,-6.302326315457863,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
993,False,"{'a': 0.01, 'e': 0.370279619180056}",20,5,-48.68711596654772,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 0}",1
994,False,"{'a': 0.01, 'e': 0.3699093395608759}",25,11,-9.777963594061235,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
995,False,"{'a': 0.01, 'e': 0.3695394302213151}",30,14,-24.004346293173178,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
996,False,"{'a': 0.01, 'e': 0.36916989079109375}",25,13,-31.455314573016132,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
997,False,"{'a': 0.01, 'e': 0.36880072090030264}",20,0,3.626624829867541,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
998,False,"{'a': 0.01, 'e': 0.36843192017940235}",20,0,-1.8019079017453887,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
999,False,"{'a': 0.01, 'e': 0.3680634882592229}",20,10,-3.705718585416617,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1000,False,"{'a': 0.01, 'e': 0.36769542477096373}",20,5,-13.257944110644095,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
1001,False,"{'a': 0.01, 'e': 0.36732772934619273}",25,1,-42.23338414726519,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
1002,False,"{'a': 0.01, 'e': 0.36696040161684657}",20,3,1.9019195609518538,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1003,False,"{'a': 0.01, 'e': 0.3665934412152297}",25,0,-3.4297667837467496,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1004,False,"{'a': 0.01, 'e': 0.3662268477740145}",20,5,6.339890149071767,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1005,False,"{'a': 0.01, 'e': 0.36586062092624044}",20,6,-37.901652649025486,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1006,False,"{'a': 0.01, 'e': 0.36549476030531425}",25,12,9.047620134455618,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.01, 'e': 0.3651292655450089}",20,9,19.97268226655441,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.01, 'e': 0.3647641362794639}",25,7,-13.45607456072663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1009,False,"{'a': 0.01, 'e': 0.36439937214318446}",30,6,-17.898045027884258,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
1010,False,"{'a': 0.01, 'e': 0.36403497277104124}",25,0,1.9318963905742392,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1011,False,"{'a': 0.01, 'e': 0.3636709377982702}",30,24,10.835042908213946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.01, 'e': 0.36330726686047193}",20,13,0.7405542485493699,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.01, 'e': 0.3629439595936115}",20,14,5.6129408129764915,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.01, 'e': 0.36258101563401784}",20,0,18.61839461101305,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1015,False,"{'a': 0.01, 'e': 0.3622184346183838}",35,17,20.345509222568698,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1016,False,"{'a': 0.01, 'e': 0.36185621618376546}",30,14,-26.352053099524305,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1017,False,"{'a': 0.01, 'e': 0.36149435996758167}",25,0,-22.849256453592773,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1018,False,"{'a': 0.01, 'e': 0.3611328656076141}",20,0,4.875824068100506,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1019,False,"{'a': 0.01, 'e': 0.36077173274200647}",25,2,-68.71349868201122,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
1020,False,"{'a': 0.01, 'e': 0.3604109610092645}",25,15,-16.949645588760113,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1021,False,"{'a': 0.01, 'e': 0.3600505500482552}",30,0,-6.929088177404308,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",1
1022,False,"{'a': 0.01, 'e': 0.359690499498207}",20,0,-11.64199825336213,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1023,False,"{'a': 0.01, 'e': 0.3593308089987088}",20,0,5.658806467444542,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1024,False,"{'a': 0.01, 'e': 0.35897147818971004}",20,0,0.5931757355139321,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1025,False,"{'a': 0.01, 'e': 0.35861250671152034}",25,13,20.043625135467877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.01, 'e': 0.3582538942048088}",20,8,23.628463935336647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.01, 'e': 0.357895640310604}",30,9,-16.180175613446217,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1028,False,"{'a': 0.01, 'e': 0.3575377446702934}",35,13,28.168615736916152,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1029,False,"{'a': 0.01, 'e': 0.35718020692562313}",20,1,-24.379022816123193,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1030,False,"{'a': 0.01, 'e': 0.3568230267186975}",20,16,7.16751620152907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.01, 'e': 0.3564662036919788}",20,6,1.731899237483047,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1032,False,"{'a': 0.01, 'e': 0.35610973748828684}",20,11,-26.661028942859087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1033,False,"{'a': 0.01, 'e': 0.35575362775079855}",30,16,-11.794780816944519,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1034,False,"{'a': 0.01, 'e': 0.35539787412304774}",20,3,-16.252475725208857,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1035,False,"{'a': 0.01, 'e': 0.35504247624892465}",25,13,2.840607632864672,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.01, 'e': 0.35468743377267575}",30,8,-118.71059985661523,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 3}",1
1037,False,"{'a': 0.01, 'e': 0.3543327463389031}",20,16,6.749748612784395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.01, 'e': 0.35397841359256416}",20,14,-30.566716802844123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1039,False,"{'a': 0.01, 'e': 0.35362443517897163}",25,9,-13.144683362937542,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
1040,False,"{'a': 0.01, 'e': 0.35327081074379263}",20,0,-61.870797110680165,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",1
1041,False,"{'a': 0.01, 'e': 0.35291753993304886}",25,0,16.996520984894598,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1042,False,"{'a': 0.01, 'e': 0.3525646223931158}",20,3,-96.60781181045621,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 2}",1
1043,False,"{'a': 0.01, 'e': 0.3522120577707227}",20,0,-27.916535647732722,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1044,False,"{'a': 0.01, 'e': 0.351859845712952}",20,10,-13.790172247604001,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1045,False,"{'a': 0.01, 'e': 0.351507985867239}",20,0,-15.09208021168147,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1046,False,"{'a': 0.01, 'e': 0.3511564778813718}",25,13,-16.847546537376942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1047,False,"{'a': 0.01, 'e': 0.3508053214034904}",20,2,-23.918726599168643,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1048,False,"{'a': 0.01, 'e': 0.3504545160820869}",20,8,-3.164403802273887,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1049,False,"{'a': 0.01, 'e': 0.3501040615660048}",20,10,-25.351249342316123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1050,False,"{'a': 0.01, 'e': 0.34975395750443883}",30,14,-39.86897074473674,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1051,False,"{'a': 0.01, 'e': 0.34940420354693436}",20,8,22.139540283099784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.01, 'e': 0.34905479934338746}",25,0,21.14567854276494,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1053,False,"{'a': 0.01, 'e': 0.34870574454404407}",20,3,8.109274936366072,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1054,False,"{'a': 0.01, 'e': 0.34835703879950003}",20,4,18.55343450010046,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.01, 'e': 0.3480086817607005}",20,7,20.282515840209587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.01, 'e': 0.34766067307893983}",20,0,14.856915159272482,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1057,False,"{'a': 0.01, 'e': 0.3473130124058609}",25,12,-23.576900615151388,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1058,False,"{'a': 0.01, 'e': 0.346965699393455}",25,4,13.435652307722725,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
1059,False,"{'a': 0.01, 'e': 0.34661873369406154}",25,9,-43.32869298268617,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
1060,False,"{'a': 0.01, 'e': 0.34627211496036747}",20,0,0.37341900044612997,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1061,False,"{'a': 0.01, 'e': 0.3459258428454071}",30,9,5.55374152028536,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
1062,False,"{'a': 0.01, 'e': 0.3455799170025617}",20,0,-5.2097880905308225,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1063,False,"{'a': 0.01, 'e': 0.3452343370855592}",20,0,-1.2127425284845421,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1064,False,"{'a': 0.01, 'e': 0.34488910274847356}",20,7,22.28301944300987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.01, 'e': 0.34454421364572513}",20,4,-25.91980765002724,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1066,False,"{'a': 0.01, 'e': 0.3441996694320794}",35,22,15.716350203445796,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1067,False,"{'a': 0.01, 'e': 0.3438554697626473}",25,0,-90.36160659921191,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
1068,False,"{'a': 0.01, 'e': 0.3435116142928847}",20,0,-12.963473353685204,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1069,False,"{'a': 0.01, 'e': 0.34316810267859177}",20,3,-45.21679073698554,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1070,False,"{'a': 0.01, 'e': 0.3428249345759132}",25,8,-35.220703060098764,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1071,False,"{'a': 0.01, 'e': 0.3424821096413373}",20,12,-22.55370781625564,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
1072,False,"{'a': 0.01, 'e': 0.3421396275316959}",20,10,-1.446902557682734,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1073,False,"{'a': 0.01, 'e': 0.34179748790416425}",30,0,-107.49246844617028,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
1074,False,"{'a': 0.01, 'e': 0.34145569041626006}",30,9,17.51522141779503,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.01, 'e': 0.3411142347258438}",20,3,9.970551022689376,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.01, 'e': 0.34077312049111796}",20,3,-22.314932851529115,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1077,False,"{'a': 0.01, 'e': 0.34043234737062683}",20,6,2.0991408531107476,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1078,False,"{'a': 0.01, 'e': 0.3400919150232562}",25,17,12.528530495743095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.01, 'e': 0.339751823108233}",35,18,-22.47030454049441,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1080,False,"{'a': 0.01, 'e': 0.33941207128512474}",20,5,24.58910297577416,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.01, 'e': 0.3390726592138396}",25,6,26.65646634342259,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.01, 'e': 0.33873358655462577}",20,13,6.89024872511301,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.01, 'e': 0.33839485296807115}",30,7,15.159460738414307,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1084,False,"{'a': 0.01, 'e': 0.33805645811510304}",35,17,-0.07727806142130933,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1085,False,"{'a': 0.01, 'e': 0.33771840165698797}",20,0,-13.221430446392102,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1086,False,"{'a': 0.01, 'e': 0.337380683255331}",20,6,-64.85639804336724,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
1087,False,"{'a': 0.01, 'e': 0.33704330257207565}",25,9,6.070296614726703,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.01, 'e': 0.3367062592695036}",25,15,-2.387617247091602,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.01, 'e': 0.3363695530102341}",20,8,21.91587240704432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.01, 'e': 0.3360331834572238}",20,4,-35.0083211616594,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
1091,False,"{'a': 0.01, 'e': 0.3356971502737666}",25,14,-5.957398864991113,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1092,False,"{'a': 0.01, 'e': 0.33536145312349286}",30,6,-41.80487678741968,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
1093,False,"{'a': 0.01, 'e': 0.33502609167036934}",20,0,-39.9151383411705,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1094,False,"{'a': 0.01, 'e': 0.334691065578699}",20,0,-6.637356666396977,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1095,False,"{'a': 0.01, 'e': 0.3343563745131203}",30,7,-16.795324722641272,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
1096,False,"{'a': 0.01, 'e': 0.33402201813860716}",20,15,8.740914552788038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.01, 'e': 0.33368799612046857}",20,0,10.529268671876764,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1098,False,"{'a': 0.01, 'e': 0.3333543081243481}",30,16,3.6566163429655507,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1099,False,"{'a': 0.01, 'e': 0.3330209538162237}",25,17,12.461023096161483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.01, 'e': 0.3326879328624075}",25,14,-4.6453581152831855,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1101,False,"{'a': 0.01, 'e': 0.3323552449295451}",20,2,1.042405839442821,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1102,False,"{'a': 0.01, 'e': 0.3320228896846156}",25,3,-21.154810966653635,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
1103,False,"{'a': 0.01, 'e': 0.3316908667949309}",20,10,-4.35534980857288,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1104,False,"{'a': 0.01, 'e': 0.331359175928136}",20,6,24.221921097483595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.01, 'e': 0.3310278167522079}",25,14,-77.51251267723177,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 2}",1
1106,False,"{'a': 0.01, 'e': 0.3306967889354557}",20,11,3.700551828545186,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.01, 'e': 0.3303660921465202}",20,3,-1.9464603908960538,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1108,False,"{'a': 0.01, 'e': 0.3300357260543737}",25,15,21.52216842166675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.01, 'e': 0.3297056903283193}",20,0,-51.463143644819866,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1110,False,"{'a': 0.01, 'e': 0.329375984637991}",20,5,14.587048114028365,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.01, 'e': 0.329046608653353}",30,22,15.53521979839114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.01, 'e': 0.32871756204469965}",25,13,-44.63258476166249,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1113,False,"{'a': 0.01, 'e': 0.32838884448265493}",35,13,-79.15035232475468,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
1114,False,"{'a': 0.01, 'e': 0.3280604556381723}",30,16,-8.478741118560837,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1115,False,"{'a': 0.01, 'e': 0.3277323951825341}",20,15,11.059380609207393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.01, 'e': 0.3274046627873516}",20,3,14.561592155436706,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.01, 'e': 0.32707725812456423}",25,0,-37.200143902605625,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
1118,False,"{'a': 0.01, 'e': 0.3267501808664397}",25,7,31.646996735878236,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.01, 'e': 0.3264234306855732}",25,17,9.74712274444368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.01, 'e': 0.32609700725488766}",30,0,-33.258229939142055,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
